8
1.818266 0.913840 1.573669 1.167517 1.373031 1.534334 1.267401 1.889820 1.194206 0.930626 1.289601 1.897697 1.296013 2.206964 1.260829 2.180984 1.667390 2.012228 1.197318 2.124176 0.684363 2.032846 0.807329 1.978952 1.222585 0.420643 0.251295 0.369602 0.326760 0.289967 0.000000 0.294341 	1.965028
1.301458 1.142445 1.292835 1.381142 1.262650 1.760652 1.198415 2.130419 1.459408 0.992285 1.466788 2.023773 1.424673 2.377182 1.331964 2.365364 1.809022 2.714564 1.258732 2.557646 0.715437 2.369637 0.812051 2.275379 1.257792 0.503883 0.222987 0.454609 0.315938 0.353574 0.000000 0.374824 	1.881788
1.228269 1.435228 1.177000 1.583840 1.131780 1.937734 1.028556 2.336324 0.857605 1.840356 0.889720 2.232929 0.877829 2.343102 0.843278 2.370231 1.784414 2.194988 1.110784 2.421034 0.457461 2.369440 0.533577 2.334248 1.321672 0.423995 0.335149 0.487655 0.342226 0.452931 0.000000 0.078729 	1.850698
1.206637 1.803947 1.087567 1.850605 0.991508 2.179586 0.901516 2.592195 0.588601 2.841076 0.596587 2.502577 0.582904 2.322892 0.564129 2.379633 1.808538 2.047646 1.057298 2.425631 0.327246 2.435796 0.379381 2.428973 1.326817 0.330534 0.227047 0.472704 0.284250 0.450420 0.000000 0.000000 	2.645924
1.328623 1.803764 1.113062 1.842498 0.932922 2.141794 0.834074 2.535602 0.544630 2.838953 0.563620 2.474554 0.556787 2.259234 0.542574 2.336245 1.815372 2.084692 1.073177 2.462589 0.345209 2.460384 0.393456 2.446023 1.392717 0.253781 0.081087 0.272730 0.157897 0.305524 2.999959 0.000001 	2.906437
1.089148 1.159538 1.070597 1.347919 1.196668 1.723240 1.224936 2.127805 0.929635 2.842894 1.064245 2.487691 1.099901 2.339330 1.102625 2.368910 2.167938 2.637654 2.124339 2.802574 1.582224 2.675423 1.474992 2.586610 2.034712 0.178353 0.608124 0.227291 0.078978 0.687164 3.000000 0.000000 	2.161363
1.461000 1.168056 1.611594 1.223386 1.886533 1.323370 2.137598 1.428085 2.112409 0.375387 2.346516 0.852053 2.401265 0.991001 2.388087 0.971517 2.091108 0.714644 2.000891 0.700596 1.888561 0.688511 2.047688 0.684611 0.269471 1.236503 0.616264 1.436234 1.736670 0.829783 0.000000 0.000000 	3.173387
1.469244 1.542038 1.611544 1.581468 1.743424 1.651231 1.882261 1.744073 2.005994 0.429888 2.107862 1.010510 2.100029 1.190534 2.058497 1.174813 1.515049 0.788193 1.383049 0.742937 1.195843 0.765168 1.431642 0.782205 0.818296 0.554255 0.162168 0.818183 0.789479 0.442004 0.000000 0.749989 	3.030708
1.816569 0.903608 1.708922 1.029008 1.566587 1.273954 1.514211 1.539494 1.145856 0.525152 1.295289 1.165641 1.344651 1.448114 1.351924 1.490787 1.850651 1.805661 1.763391 1.911336 1.347348 1.788997 1.386622 1.707114 1.178050 0.271043 0.351209 0.272625 0.315701 0.188992 0.000000 0.750000 	2.670780
2.064148 0.967135 1.768280 1.090784 1.506373 1.427608 1.373745 1.773574 0.893417 0.677104 1.035947 1.535844 1.082665 1.853000 1.089037 1.876476 1.963113 2.092983 1.524854 2.266271 1.034459 2.146920 1.090046 2.063812 1.464060 0.333043 0.162166 0.181828 0.315795 0.281462 0.000000 0.000007 	1.848171
1.724234 1.044863 1.577474 1.352107 1.243714 1.777476 1.035643 2.217632 0.540807 0.549626 0.592055 1.573945 0.606131 2.080802 0.604680 2.198985 1.955692 2.181031 1.330014 2.539556 0.645019 2.505523 0.652158 2.468856 1.559632 0.529657 0.932289 0.636256 0.552538 0.789943 0.000000 0.000000 	2.392877
1.779801 1.910566 1.748881 1.746243 1.219369 1.784625 0.951838 2.171207 0.270378 2.980024 0.356302 2.941826 0.398666 2.320662 0.418994 2.184711 2.157111 2.420543 1.738750 2.815083 0.934763 2.757058 0.819144 2.698301 2.294047 0.100448 0.891882 0.181825 0.157899 0.764641 0.000000 0.749985 	3.708428
1.520357 1.327713 1.521672 1.374348 1.445352 1.582983 1.379915 1.891487 0.866991 2.278499 1.007069 2.227893 1.058318 1.863358 1.071109 1.786869 1.993271 2.016177 1.707703 2.226486 1.238578 2.136354 1.258986 2.069324 1.740275 0.144018 0.492349 0.260607 0.100416 0.528620 2.483894 0.123788 	2.577405
1.669569 0.793337 1.715043 0.972724 1.696410 1.289632 1.581196 1.636575 0.918017 2.846596 1.091955 2.497085 1.163403 1.839113 1.187922 1.682984 1.931443 2.085006 1.853270 2.275880 1.523606 2.153342 1.552557 2.062884 1.824960 0.099877 0.669000 0.295470 0.078929 0.678547 3.000000 0.000000 	2.565852
1.603963 1.162127 1.724709 1.221304 1.875565 1.291975 2.005701 1.368757 2.314266 0.532275 2.449722 1.058185 2.433790 1.161750 2.374120 1.098215 2.050924 1.069464 1.865815 0.856879 1.683941 0.765680 1.840372 0.729025 1.113171 0.432392 0.324477 0.522828 0.513297 0.301194 0.000000 0.000000 	2.543154
2.190141 0.583609 2.295490 0.409525 2.481658 0.313346 2.679559 0.249105 2.586997 0.148776 2.909059 0.232468 2.999969 0.165160 2.999965 0.093096 2.503325 1.066191 2.721678 0.477269 2.819100 0.185004 2.927287 0.050008 1.075164 0.276120 0.729685 0.363637 0.631560 0.196211 0.000000 0.000000 	5.318593
1.438331 1.291030 1.437207 1.365327 1.514980 1.532964 1.617174 1.752070 1.479934 0.719586 1.650304 1.395156 1.696132 1.599682 1.692352 1.578875 1.917825 2.012919 1.747892 1.859275 1.455098 1.687705 1.561424 1.598953 1.191958 0.421133 0.270131 0.555656 0.431969 0.282421 0.000000 0.587211 	2.307434
1.766930 1.857352 1.695370 1.825204 1.665156 1.917878 1.654337 2.085323 1.015142 0.584254 1.210839 1.361548 1.292589 1.644750 1.321673 1.660373 1.624136 1.957101 1.482931 2.039886 1.117485 1.881037 1.228827 1.778008 1.127746 0.590715 0.405401 0.636368 0.473693 0.510077 0.000000 0.000006 	2.148095
1.642307 1.323365 1.630637 1.684181 1.655650 2.062687 1.571690 2.419944 0.730814 0.517304 0.859105 1.370008 0.910615 1.799931 0.927248 1.903201 1.482573 1.933539 1.092728 2.151320 0.633260 2.100988 0.791817 2.066897 0.968994 0.766881 0.173737 0.909091 0.924828 0.684133 0.000000 0.000000 	2.733260
1.189921 1.426230 1.271667 1.514663 1.384353 1.710613 1.429144 1.994324 0.810562 0.791353 0.956509 1.394869 1.014186 1.647014 1.032331 1.715620 1.982586 1.975345 1.616951 2.171072 1.109558 2.089358 1.145602 2.031092 1.604040 0.334493 0.485256 0.462211 0.350038 0.584521 1.527125 0.106623 	2.376559
1.327216 1.662985 1.346304 1.614691 1.458803 1.687198 1.593965 1.824873 1.330938 0.498665 1.504978 1.158072 1.554399 1.405321 1.554627 1.425439 2.087836 1.612186 1.763449 1.653717 1.399446 1.550534 1.475541 1.488952 1.422415 0.190475 0.162098 0.227291 0.078916 0.214401 2.999999 0.000000 	3.179520
1.625722 0.774613 1.679466 0.859463 1.765810 1.038125 1.815976 1.241777 1.522404 1.286890 1.701718 1.418009 1.758442 1.255182 1.763234 1.196422 2.194376 1.727123 2.104047 1.694290 1.866194 1.531942 1.913880 1.432172 1.741612 0.135116 0.533052 0.238349 0.085281 0.460162 3.000000 0.170096 	2.507976
1.014601 1.423219 1.156894 1.389281 1.443506 1.526080 1.722034 1.707552 1.843666 0.582504 2.071617 1.263798 2.128000 1.494808 2.107248 1.493386 2.061584 1.401800 1.832822 1.395438 1.601506 1.343410 1.739347 1.319527 1.547181 0.889598 0.924148 1.472750 0.757908 1.447080 0.000000 0.149749 	2.821363
0.963946 1.461432 1.088992 1.472773 1.354373 1.588326 1.591459 1.777247 1.538972 0.690725 1.725910 1.368579 1.777468 1.572015 1.772124 1.554772 2.097089 1.821386 1.853143 1.731363 1.552617 1.603486 1.643367 1.536568 1.501389 0.481430 0.685670 0.795121 0.390719 0.677959 0.000000 0.519745 	2.296468
0.744314 1.724218 0.791854 1.615921 0.998435 1.673683 1.247523 1.901777 1.659660 1.128108 1.902464 1.905936 1.974925 2.048981 1.975497 1.959820 2.079799 2.891683 1.915513 2.435893 1.716030 2.141801 1.833577 2.000911 1.364531 0.373467 0.270296 0.666661 0.157984 0.227247 0.000000 1.000235 	3.060091
1.268709 1.212246 1.294262 1.296310 1.413436 1.497715 1.462935 1.779788 0.981642 1.122338 1.151496 1.871290 1.216689 1.979452 1.235218 1.876735 2.124667 2.883527 1.877091 2.419262 1.538222 2.132483 1.524739 1.997098 1.462518 0.382023 0.486455 0.636364 0.394706 0.378300 0.000000 1.499999 	2.431523
1.247759 1.244262 1.305687 1.405017 1.420787 1.644037 1.433205 1.941002 0.809522 0.541649 0.953696 1.302332 1.010879 1.685461 1.028892 1.769313 1.996334 2.179423 1.623343 2.276808 1.138085 2.160606 1.168075 2.088283 1.611894 0.336300 0.490690 0.491178 0.360322 0.583217 1.882728 0.497464 	1.800816
0.524614 1.214660 0.742300 1.205058 1.164608 1.349796 1.385201 1.595451 0.817745 0.291075 0.981616 0.896854 1.051780 1.355111 1.078161 1.504992 2.373485 2.046975 2.005016 2.234022 1.478735 2.121591 1.427874 2.039352 2.063394 0.066190 0.831162 0.227294 0.000000 0.579936 3.000000 0.000000 	2.375694
1.320262 0.421565 1.534492 0.586332 1.591185 0.931205 1.549608 1.248052 1.027542 0.282183 1.222804 0.828295 1.302276 1.180212 1.329244 1.291141 2.657091 2.008560 2.329135 2.112240 1.866570 1.956819 1.785312 1.848262 1.791128 0.067234 0.810806 0.272727 0.000002 0.507647 3.000000 0.000002 	2.185724
1.880791 0.233414 1.919919 0.310663 2.032974 0.416963 2.155573 0.519093 2.252810 0.250923 2.415771 0.552345 2.450330 0.630997 2.432020 0.618461 2.505420 1.475998 2.526994 1.180691 2.441153 0.941948 2.489009 0.808765 1.845486 0.144896 0.675534 0.181784 0.105303 0.388623 3.000000 0.499624 	3.708883
0.680005 1.505549 0.898106 1.499933 1.290226 1.655538 1.633510 1.878376 1.212963 0.496786 1.416297 1.173272 1.493203 1.479788 1.514365 1.541308 1.639132 1.644831 1.396836 1.703763 1.114535 1.643329 1.296671 1.611013 1.626866 0.633655 0.594605 1.030348 0.473684 1.253300 0.000000 0.000000 	1.894340
0.917479 1.791889 1.111900 1.676388 1.400993 1.687828 1.523840 1.866820 0.956567 0.586232 1.122205 1.326825 1.187417 1.626598 1.207519 1.666523 2.095925 1.872965 1.776441 2.037365 1.326962 1.943364 1.356153 1.875793 2.055702 0.329208 1.459658 0.575615 0.210368 0.865772 0.000000 0.500188 	2.113513
0.537814 0.992299 0.746591 1.182096 1.150555 1.506008 1.440404 1.833515 0.926412 0.744943 1.080011 1.547200 1.140258 1.804608 1.158526 1.802142 1.842352 2.062917 1.727795 2.163312 1.393689 2.051138 1.423490 1.974763 1.579327 0.283890 0.594544 0.515157 0.000000 0.687706 0.000000 0.250235 	2.043533
1.209315 1.083859 1.252389 1.258737 1.323308 1.529855 1.351164 1.852610 0.861395 0.749929 1.002888 1.586045 1.055890 1.888061 1.070025 1.906357 1.998668 2.392354 1.710094 2.380316 1.269158 2.232927 1.277004 2.147132 1.724506 0.252372 0.510531 0.424342 0.186113 0.607425 1.780221 0.870577 	1.822591
1.397275 1.159553 1.389145 1.355963 1.329487 1.617335 1.278876 1.933629 0.818712 0.688339 0.949729 1.529461 0.997193 1.876499 1.008594 1.930063 2.080782 2.364444 1.667625 2.399442 1.124034 2.272419 1.132344 2.200143 1.795591 0.234625 0.466059 0.386273 0.236768 0.549861 3.000000 1.124912 	1.897073
1.700718 0.909558 1.604492 0.967151 1.596433 1.190511 1.559797 1.482135 0.954853 0.526912 1.144295 1.176857 1.224614 1.456205 1.254206 1.519287 1.882277 2.062239 1.789591 2.214017 1.486530 2.076009 1.577010 1.977922 1.693821 0.230837 0.891988 0.454581 0.157895 0.710738 3.000000 0.000000 	1.571776
1.707026 0.348502 1.759084 0.700293 1.676003 1.084637 1.545000 1.437543 0.918889 0.252816 1.097113 0.833006 1.172306 1.274121 1.199700 1.418298 1.868048 2.076020 1.890784 2.233235 1.564846 2.096279 1.568607 1.997997 1.798636 0.064668 0.470216 0.199977 0.063079 0.529580 3.000000 0.000000 	1.719725
2.447905 1.165675 2.113125 1.100764 1.765790 1.160578 1.620247 1.289203 0.985844 0.213875 1.168733 0.653878 1.244998 1.051850 1.271944 1.188377 2.510116 2.015734 2.413576 2.118628 1.951086 1.953123 1.831844 1.835969 2.034501 0.123118 1.013529 0.136346 0.157833 0.453382 3.000000 0.750000 	2.208348
0.649863 1.773993 0.862305 1.783082 1.243967 1.993244 1.489913 2.292797 1.005061 0.632771 1.171632 1.542868 1.234546 1.958354 1.251835 2.038182 1.730461 1.904764 1.449667 2.150826 1.094676 2.129124 1.204598 2.110407 1.384987 1.216347 0.849735 1.591375 1.089141 1.648594 0.000000 0.117048 	2.275895
0.520929 2.489596 0.732459 2.480671 1.153910 2.488626 1.429383 2.634085 0.872616 0.549893 1.027766 1.357681 1.089222 1.756680 1.108597 1.848819 2.289334 2.083574 1.835324 2.338795 1.329817 2.257149 1.328798 2.191890 1.650684 0.459220 0.932480 0.818289 0.315665 0.772737 0.000000 0.000000 	2.651782
0.569608 1.293871 0.743757 1.452917 1.081693 1.821099 1.237617 2.221402 0.839160 0.620060 0.996931 1.650451 1.061241 2.131794 1.082945 2.226864 2.045154 2.347658 1.608524 2.593647 1.107772 2.529440 1.148955 2.476498 1.715407 0.533782 0.843236 0.709175 0.189474 0.980655 0.000000 0.599812 	2.135471
0.794016 1.100270 0.899391 1.292209 1.047017 1.703138 1.084441 2.126940 0.699801 0.625306 0.817525 1.642261 0.862712 2.120136 0.875763 2.217493 2.031975 2.354038 1.603096 2.617953 1.006192 2.550057 1.003220 2.494791 1.675274 0.310028 0.557802 0.466420 0.095976 0.677719 1.656479 0.402891 	1.988529
1.091810 0.605087 1.062226 0.970556 1.153553 1.409063 1.154367 1.819429 0.788159 0.584781 0.903493 1.489021 0.943684 1.898780 0.951866 1.977196 2.004021 2.306947 1.694669 2.471271 1.135516 2.365369 1.122826 2.290460 1.732530 0.113448 0.405405 0.145447 0.063079 0.412512 3.000000 0.149937 	1.721197
1.402871 0.544730 1.368414 0.840449 1.384371 1.234436 1.494108 1.597285 0.927693 0.661138 1.082608 1.465942 1.144083 1.737002 1.163267 1.748035 2.586120 2.341148 2.320638 2.355384 1.787814 2.210864 1.667542 2.109392 1.960776 0.152705 0.498124 0.064840 0.000000 0.560418 3.000000 0.320998 	1.631191
1.684416 0.385884 1.621543 0.773840 1.476324 1.182430 1.377720 1.552574 0.935522 0.312578 1.063767 1.066386 1.110183 1.488786 1.120517 1.603063 2.612420 2.068038 2.071432 2.240382 1.509124 2.128067 1.438561 2.045674 1.738575 0.175330 0.378288 0.242411 0.026287 0.502048 3.000000 0.000000 	1.115894
2.305676 0.188438 2.038233 0.601129 1.673210 1.005102 1.522692 1.369501 0.919589 0.202929 1.104555 0.840222 1.183537 1.294373 1.213067 1.436398 2.343479 2.051262 2.144438 2.222563 1.708975 2.093843 1.654349 2.000065 1.745943 0.060336 0.405567 0.113620 0.118449 0.371552 3.000000 0.187368 	1.076253
0.695452 1.699947 0.900450 1.812082 1.239857 2.303104 1.360095 2.819802 0.830920 0.871102 0.954247 2.142957 0.997855 2.703753 1.007346 2.798590 1.548313 2.096263 1.359329 2.585539 1.010744 2.658318 1.070529 2.690540 0.796387 2.635287 1.135135 2.954528 2.842043 2.793093 0.000000 0.375148 	4.137798
0.671692 1.672399 0.868194 1.757239 1.136221 2.174320 1.268974 2.606050 0.621870 0.631590 0.695414 1.660259 0.718068 2.157308 0.719677 2.264400 1.785842 1.948907 1.291515 2.345125 0.631408 2.365342 0.669556 2.363995 1.623052 0.887639 0.540439 1.303127 0.842155 1.264672 0.000000 0.000000 	2.153440
0.534838 1.052390 0.744087 1.518576 1.159402 1.997898 1.355171 2.432010 0.628108 0.474335 0.722378 1.419614 0.757364 1.919417 0.766233 2.047259 1.565838 1.978727 1.391643 2.315757 0.790838 2.303280 0.809286 2.282357 1.016504 0.838592 0.364849 1.045437 0.868390 0.832005 0.000000 0.374852 	2.370361
0.660627 1.398054 0.859420 1.424886 0.743612 1.943290 0.558473 2.474728 0.147102 0.615043 0.175196 1.772304 0.186358 2.374364 0.189968 2.527381 1.955523 2.293294 1.053809 2.784413 0.204887 2.805346 0.203619 2.798383 1.567201 0.158003 0.162098 0.454546 0.000000 0.472753 2.999999 0.375148 	3.080388
1.702856 0.719747 1.516853 1.178948 1.186618 1.683873 0.991726 2.158027 0.522494 0.515306 0.585840 1.532657 0.606545 2.067201 0.609274 2.201240 2.018907 2.319027 1.437859 2.619307 0.748563 2.577809 0.729492 2.536312 1.747127 0.147798 0.081024 0.113588 0.078984 0.419933 3.000000 0.562456 	1.979483
1.669487 0.758722 1.609833 1.076278 1.491776 1.457104 1.386657 1.816200 0.808970 0.417707 0.935534 1.178452 0.981518 1.578728 0.992714 1.680566 2.102718 2.005544 1.595519 2.191248 1.059595 2.091365 1.086757 2.021229 1.323046 0.146106 0.000009 0.181817 0.000001 0.134553 3.000000 0.000004 	1.527978
1.787426 0.337538 1.817941 0.741979 1.516474 1.194731 1.327263 1.603824 0.721761 0.235014 0.863451 0.944897 0.924912 1.471840 0.948345 1.637560 2.607874 2.143056 2.057922 2.388858 1.450578 2.288091 1.361685 2.208647 1.719064 0.120255 0.162286 0.136438 0.039539 0.426859 3.000000 0.000000 	0.990767
2.015500 0.234954 1.891442 0.669266 1.573936 1.093392 1.404631 1.477146 0.806087 0.169112 0.967536 0.839725 1.037250 1.345475 1.063791 1.508809 2.595268 2.099763 2.168904 2.308121 1.617947 2.192151 1.524286 2.104294 1.747600 0.083750 0.220035 0.103906 0.090308 0.366729 3.000000 0.000000 	0.638034
14
0.803714 1.943560 1.035254 1.797368 1.133909 1.800346 1.114083 1.999143 2.184236 0.846028 1.858340 1.937551 1.678562 2.302258 1.563123 2.300305 1.908365 2.720925 1.752544 2.764127 1.382948 2.581423 1.342915 2.458446 1.356301 0.195048 0.243243 0.193548 0.000000 0.156537 3.000000 0.000000 	2.403534
 1.574899 0.972026 1.414731 1.160442 1.365427 1.422291 1.430020 1.695135 2.253869 1.133106 2.258953 1.968456 2.172144 2.149429 2.085840 2.070192 2.477471 2.997251 2.769850 2.699338 2.521094 2.402007 2.327871 2.226496 1.418617 0.297319 0.291892 0.387097 0.166667 0.185730 3.000000 1.200000 	3.629374
 2.276273 0.234864 2.375523 0.333467 2.288392 0.500493 2.280306 0.661949 1.663043 0.042603 1.953325 0.212374 2.074400 0.448947 2.129027 0.544396 2.466754 1.392331 2.656638 1.310171 2.507697 1.143968 2.469450 1.034938 1.696230 0.168783 0.043275 0.096774 0.166667 0.255634 3.000000 0.131965 	3.351782
 1.860702 0.030128 1.874442 0.088567 1.970662 0.163534 2.113126 0.234745 2.127402 0.207224 2.396352 0.425689 2.483333 0.458705 2.508674 0.431045 2.637254 1.175220 2.728468 0.916397 2.610623 0.712998 2.602678 0.593527 1.375694 0.034352 0.000000 0.115207 0.047619 0.098359 3.000000 0.000000 	3.096765
 2.334209 1.095256 2.398238 1.067414 2.575894 1.039268 2.762278 1.013372 2.358188 0.204194 2.657606 0.391955 2.749653 0.391352 2.770944 0.341140 2.378783 0.540259 2.513136 0.369192 2.476906 0.253724 2.555237 0.190766 0.893383 0.351981 0.431581 0.391669 0.564304 0.155233 0.000000 0.200787 	3.969015
 1.894541 0.696945 1.746766 0.759189 1.738671 0.940043 1.829016 1.178037 2.123416 0.845322 2.297784 1.648304 2.313348 1.829868 2.294404 1.757170 2.318543 1.591317 2.267579 1.700494 2.029405 1.615243 2.048540 1.549347 1.089272 0.360167 0.285714 0.170507 0.206349 0.093716 0.000000 0.000000 	3.747375
 1.505196 0.919708 1.591421 0.950017 1.786776 1.021170 1.997724 1.099502 2.247730 0.392634 2.453604 0.856520 2.496363 0.956848 2.492783 0.915095 2.228409 1.012406 2.221426 0.807143 2.083784 0.725197 2.162314 0.684652 1.084154 0.304640 0.324203 0.465572 0.199825 0.253502 0.000000 0.232597 	2.700848
 1.676766 0.683799 1.636078 0.875425 1.623766 1.126261 1.633249 1.372878 1.333779 0.707845 1.491130 1.313053 1.539951 1.450339 1.552443 1.416812 1.962349 1.500949 1.673099 1.488087 1.293634 1.424364 1.335652 1.384408 1.157397 0.188945 0.078586 0.271606 0.119048 0.156624 0.000000 0.706044 	2.333848
 1.573083 1.116926 1.588336 1.188971 1.606228 1.338131 1.606068 1.530850 1.151107 0.420719 1.337704 1.026243 1.409980 1.298467 1.439356 1.359531 1.656166 1.369528 1.524625 1.490932 1.256100 1.467044 1.314285 1.446839 1.191032 0.479589 0.212849 0.489905 0.338460 0.554070 0.000000 0.979824 	1.712928
 1.349779 0.769556 1.238185 0.956557 1.183814 1.254827 1.219312 1.553943 1.420667 0.640568 1.497723 1.489124 1.481331 1.780898 1.450596 1.788929 1.720064 1.548447 1.463848 1.704321 1.004814 1.677861 1.039155 1.655541 1.016189 0.511177 0.416988 0.299539 0.285714 0.361262 0.000000 0.892857 	2.328647
 0.554682 0.908428 0.513528 1.025120 0.593699 1.185346 0.771095 1.360214 2.645380 0.938635 2.446886 1.839106 2.232829 2.020659 2.078580 1.919263 1.256949 0.711242 0.763069 0.564115 0.380615 0.719114 0.606355 0.826011 0.652591 0.835590 0.162162 0.677419 0.833333 0.197796 0.000000 0.750000 	3.813365
 0.972672 1.186045 1.065673 1.217175 1.239535 1.377081 1.400087 1.599211 1.490496 2.330611 1.574268 2.304065 1.563717 1.770253 1.540282 1.647598 1.566144 1.310055 1.352558 1.390442 1.040895 1.405676 1.109803 1.412128 1.197683 0.567178 0.279855 0.553159 0.400681 0.565157 0.000000 1.706138 	1.684565
 1.468616 1.033356 1.578243 1.160275 1.628689 1.374463 1.622496 1.625197 1.111041 2.837372 1.287727 2.440689 1.355292 1.604546 1.382199 1.483908 1.599166 1.459149 1.494529 1.589067 1.264228 1.562379 1.298657 1.539746 1.265290 0.494640 0.159549 0.554489 0.350546 0.661109 0.000000 1.335470 	2.016140
 1.821364 1.775931 1.677690 1.848005 1.453525 2.112656 1.342013 2.413840 1.550358 2.879530 1.445779 2.638499 1.326389 2.333906 1.236467 2.265889 1.761746 1.683562 1.173296 1.925699 0.565820 1.927913 0.585787 1.920823 1.022365 0.437649 0.069498 0.276498 0.214286 0.136947 0.000000 0.000000 	2.500319
 1.570432 1.177344 1.273954 1.387052 1.051921 1.726363 1.005981 2.082054 1.302616 1.065064 1.366549 2.148005 1.341612 2.481146 1.301680 2.452353 1.986861 1.929609 1.482826 2.147531 0.916134 2.150468 0.901044 2.142381 1.364118 0.251662 0.186819 0.139078 0.059437 0.210773 3.000000 0.000000 	2.589294
 1.502269 0.712567 1.305641 0.989687 1.192976 1.335401 1.194442 1.674947 2.251065 0.769684 1.963551 1.792434 1.800385 2.130706 1.693549 2.126766 2.663172 2.526675 2.286716 2.550218 1.753874 2.381414 1.610167 2.266901 1.297429 0.111764 0.000000 0.000000 0.000000 0.006306 3.000000 0.000000 	3.149378
 2.196393 0.407046 2.117374 0.481008 1.835094 0.757061 1.743501 1.029352 1.165097 0.003611 1.390272 0.445667 1.489007 0.860497 1.536296 1.008270 2.394540 1.524527 2.196787 1.588914 1.796820 1.507360 1.744409 1.447898 2.397457 0.137364 0.394913 0.121822 0.209804 0.612716 3.000000 0.194118 	3.122845
 1.094732 0.944278 1.241331 0.909260 1.491664 0.985721 1.741068 1.096728 2.340615 0.587081 2.584615 1.230130 2.553633 1.359983 2.485023 1.292384 2.290542 1.430629 2.284922 1.239098 2.089410 1.099383 2.121665 1.026355 1.313803 0.195091 0.324324 0.329032 0.166667 0.237624 3.000000 0.600000 	3.007878
 2.920253 1.717592 2.799214 1.525007 2.823108 1.376345 2.920368 1.272301 2.476253 0.354979 2.848459 0.662490 2.965468 0.638971 2.988708 0.541577 2.790110 1.198314 2.927065 0.848296 2.876733 0.592017 2.878017 0.450855 1.418485 0.000000 0.729730 0.193548 0.000000 0.292116 3.000000 0.450000 	4.319157
 0.716786 1.879270 0.940224 1.713965 1.345895 1.596100 1.720698 1.538351 2.634258 0.509213 2.664716 1.036031 2.595569 1.107272 2.524077 1.023460 2.081777 0.971617 2.030645 0.798149 1.846845 0.696593 1.930700 0.642897 1.077368 0.224676 0.335014 0.349192 0.091864 0.105329 0.000000 0.060428 	3.097525
